position,title,placeId,dataId,thumbnail,phone,address,website,workingHours,rating,reviews,type,gpsCoordinates,serviceOptions,description,longitude,latitude,area
19,IGA Market on Broadway,ChIJN7wvSNn2NIgRhNr8PnaYm_I,0x8834f6d9482fbc37:0xf29b98763efcda84,https://lh5.googleusercontent.com/p/AF1QipPDNTXikNYyXJkxQ7MayIIrD0-pS_y7y4usGcYV=w122-h92-k-no,(412) 388-5018,"1616 Broadway Ave, Pittsburgh, PA 15216",http://www.marketbroadway.iga.com/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '9\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '9\u202fAM–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '9\u202fAM–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '9\u202fAM–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '9\u202fAM–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '9\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '9\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",4.1,543.0,Grocery store,"{'latitude': 40.4102642, 'longitude': -80.0248265}","['In-store shopping', 'Delivery']",,-80.0248265,40.4102642,North Shore
20,Giant Eagle Supermarket,ChIJY5prgW_xNIgRF0-wHrBWf9g,0x8834f16f816b9a63:0xd87f56b01eb04f17,https://lh5.googleusercontent.com/p/AF1QipPBb7A_9G3XEBfSZHx6g-OO1IBPVXWzb7rUKQhC=w122-h92-k-no,(412) 488-1816,"2021 Wharton St, Pittsburgh, PA 15203",https://www.gianteagle.com/stores/pa/pittsburgh/southside-giant-eagle/61,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '7\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '7\u202fAM–9\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '7\u202fAM–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '7\u202fAM–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '7\u202fAM–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '7\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '7\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",4.0,1587.0,Grocery store,"{'latitude': 40.4310117, 'longitude': -79.97684269999999}","['Curbside pickup', 'Delivery', 'In-store pickup', 'In-store shopping']",,-79.97684269999999,40.4310117,North Shore
1,Market District Supermarket,ChIJS1VVVRDyNIgRZH6zaKD986M,0x8834f2105555554b:0xa3f3fda068b37e64,https://lh5.googleusercontent.com/p/AF1QipOnUghuFCcahNmsX5uXeEpbaYHKiLsO6PbrX9it=w163-h92-k-no,(412) 681-1500,"5550 Centre Ave, Pittsburgh, PA 15232",https://www.marketdistrict.com/store-locator/store-details,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-18'}]}",4.3,4854.0,Grocery store,"{'latitude': 40.4565029, 'longitude': -79.9346192}","['Curbside pickup', 'Delivery', 'In-store pickup', 'In-store shopping', 'Same-day delivery']",,-79.9346192,40.4565029,Shadyside
2,R Market,ChIJx9iSpQzyNIgR_SApLGX0mx0,0x8834f20ca592d8c7:0x1d9bf4652c2920fd,https://lh5.googleusercontent.com/p/AF1QipMqr8_pQghI8d96wvJQanUEX7vgOA1HpKqlNPXw=w155-h92-k-no,(412) 661-7364,"256 S Highland Ave, Pittsburgh, PA 15206",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-18'}]}",4.2,19.0,Grocery store,"{'latitude': 40.4572807, 'longitude': -79.9253167}","['In-store shopping', 'Delivery']",,-79.9253167,40.4572807,Shadyside
3,Tokyo Japanese Food Store,ChIJ0cXvQA3yNIgRxeZU65tOynE,0x8834f20d40efc5d1:0x71ca4e9beb54e6c5,https://lh5.googleusercontent.com/p/AF1QipNac20CXp4rLtfVkEPw_zKzqrs_uL3LV_--i9fk=w122-h92-k-no,(412) 661-3777,"5855 Ellsworth Ave, Pittsburgh, PA 15232",http://www.tokyostorepgh.com/en.html,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '10\u202fAM–5\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '10\u202fAM–5\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '10\u202fAM–5\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '10\u202fAM–5\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': 'Closed', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '10\u202fAM–5\u202fPM', 'date': '2023-10-18'}]}",4.5,345.0,Grocery store,"{'latitude': 40.4575615, 'longitude': -79.9292598}","['In-store shopping', 'Delivery']","Japanese groceries, plus grab-&-go eats. Japanese market selling imported groceries & prepared eats, plus magazines, stationery & dishware.",-79.9292598,40.4575615,Shadyside
4,Seoul Mart,ChIJlR8bgCPyNIgR3SKlTK01Cgo,0x8834f223801b1f95:0xa0a35ad4ca522dd,https://lh5.googleusercontent.com/p/AF1QipPFe9wuX8a_ZWfWHYE2eirNyDecYSE-4yPMmoxc=w189-h92-k-no,(412) 622-7313,"4701 Fifth Ave, Pittsburgh, PA 15213",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '10\u202fAM–7\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '10\u202fAM–7\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '10\u202fAM–6:30\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '10\u202fAM–7\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '10\u202fAM–7\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '10\u202fAM–7\u202fPM', 'date': '2023-10-18'}]}",3.9,266.0,Asian grocery store,"{'latitude': 40.447244999999995, 'longitude': -79.9472007}","['In-store shopping', 'Delivery']",,-79.9472007,40.447244999999995,Shadyside
5,Trader Joe's,ChIJ1zoyg4rtNIgRSxPRbL-pIKM,0x8834ed8a83323ad7:0xa320a9bf6cd1134b,https://lh5.googleusercontent.com/p/AF1QipMIpYy39-WDCmFo-kRVw9dTKdSw4tviW7KKpVbS=w122-h92-k-no,(412) 363-5748,"6343 Penn Ave, Pittsburgh, PA 15206",https://locations.traderjoes.com/pa/pittsburgh/638/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",4.6,2748.0,Grocery store,"{'latitude': 40.4592363, 'longitude': -79.9191827}","['In-store shopping', 'Same-day delivery']","Specialty grocer with housebrand items. Grocery chain with a variety of signature items, plus produce, dairy & more (most sell wine & beer).",-79.9191827,40.4592363,Shadyside
6,ALDI,ChIJGU03RBPyNIgRsceo17xVpJc,0x8834f21344374d19:0x97a455bcd7a8c7b1,https://lh5.googleusercontent.com/p/AF1QipMMyLiGwIR_T-hRLrDx53bc6YyYjX9XZwUwtPSA=w122-h92-k-no,(855) 955-2534,"5631 Baum Blvd, Pittsburgh, PA 15206",https://stores.aldi.us/pa/pittsburgh/5631-baum-boulevard,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8:30\u202fAM–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8:30\u202fAM–8\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8:30\u202fAM–8\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8:30\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8:30\u202fAM–8\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8:30\u202fAM–8\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8:30\u202fAM–8\u202fPM', 'date': '2023-10-18'}]}",4.5,1853.0,Supermarket,"{'latitude': 40.45833, 'longitude': -79.9351269}","['No-contact delivery', 'Delivery', 'In-store shopping']","Grocery store chain. Retail chain selling a range of grocery items, meat & dairy.",-79.9351269,40.45833,Shadyside
7,Whole Foods Market,ChIJuzJXK3fzNIgRRGhy1I7o2eI,0x8834f3772b5732bb:0xe2d9e88ed4726844,https://lh5.googleusercontent.com/p/AF1QipPGHECH-DEWNt8XxRlsXMK1CWNH5m5VOrXeSs-Y=w80-h106-k-no,(412) 441-7960,"5700 Penn Ave, Pittsburgh, PA 15206",https://www.wholefoodsmarket.com/stores/eastliberty,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-18'}]}",4.3,571.0,Grocery store,"{'latitude': 40.462272299999995, 'longitude': -79.9286584}","['No-contact delivery', 'Delivery', 'In-store pickup', 'In-store shopping']","Mainstay for natural & organic food. Eco-minded chain with natural & organic grocery items, housewares & other products (most sell wine).",-79.9286584,40.462272299999995,Shadyside
8,Bombay Food Market,ChIJ_TZ3jjryNIgRtqpEUTSzkZs,0x8834f23a8e7736fd:0x9b91b3345144aab6,https://lh5.googleusercontent.com/p/AF1QipOUf9ym5DYBySK_P4n0maId_LozheF2EKZK3bxK=w122-h92-k-no,(412) 687-7100,"4605 Centre Ave #1503, Pittsburgh, PA 15213",https://bombay-food-market.business.site/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '10:30\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '10:30\u202fAM–9:30\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '10:30\u202fAM–9:30\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '10:30\u202fAM–9:30\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '10:30\u202fAM–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '10:30\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '10:30\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",4.3,759.0,Indian grocery store,"{'latitude': 40.4521243, 'longitude': -79.95175239999999}",['Identifies as women-owned'],,-79.95175239999999,40.4521243,Shadyside
9,Le's Grocery,ChIJ065oem7yNIgRyNHK-Ydebww,0x8834f26e7a68aed3:0xc6f5e87f9cad1c8,https://lh5.googleusercontent.com/p/AF1QipPyPyS2PyUFIdNqO7bk_o3cfvOEt_sxGSnmb9Ps=w80-h106-k-no,(412) 361-8930,"5482 Penn Ave, Pittsburgh, PA 15206",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-18'}]}",4.9,14.0,Grocery store,"{'latitude': 40.463966899999996, 'longitude': -79.932666}","['In-store shopping', 'Delivery']",,-79.932666,40.463966899999996,Shadyside
10,Market 24,ChIJ_f394XHyNIgRX-SxWj5CAvQ,0x8834f271e1fdfdfd:0xf402423e5ab1e45f,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5izCEpYttuCyKnMTu83jiA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=273.04294&pitch=0&thumbfov=100,,"121 N Negley Ave, Pittsburgh, PA 15206",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '6\u202fAM–12\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '6\u202fAM–12\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '6\u202fAM–12\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '6\u202fAM–12\u202fAM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '6\u202fAM–12\u202fAM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '6\u202fAM–12\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '6\u202fAM–12\u202fAM', 'date': '2023-10-18'}]}",5.0,5.0,Grocery store,"{'latitude': 40.4644206, 'longitude': -79.9304619}","['In-store shopping', 'Delivery']",,-79.9304619,40.4644206,Shadyside
11,Sultan Bey,ChIJ1SFXkDryNIgRHIYYeKHReEI,0x8834f23a905721d5:0x4278d1a17818861c,https://lh5.googleusercontent.com/p/AF1QipO15-AN3n0uZ2AWDLN5DbBAdh5IGIyvMkNUDXvv=w123-h92-k-no,(412) 688-8433,"4601 Centre Ave, Pittsburgh, PA 15213",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '10\u202fAM–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '10\u202fAM–8\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '10\u202fAM–8\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '10\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '10\u202fAM–8\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '10\u202fAM–8\u202fPM', 'date': '2023-10-18'}]}",4.7,99.0,Grocery store,"{'latitude': 40.4520859, 'longitude': -79.9519432}","['In-store shopping', 'Delivery']",,-79.9519432,40.4520859,Shadyside
12,Fudi Asian Mart 福宝超市,ChIJJ8WbBavzNIgRGXpEFO0XUhM,0x8834f3ab059bc527:0x135217ed14447a19,https://lh5.googleusercontent.com/p/AF1QipMo2hIXDgsbzBSxehj1ISleJmvxN76nyhjYqWwM=w122-h92-k-no,(412) 933-9006,"Pennsylvania, Pittsburgh, Centre Ave, 邮政编码: 15213",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–9\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",4.4,17.0,Supermarket,"{'latitude': 40.4541858, 'longitude': -79.9436049}",['In-store shopping'],,-79.9436049,40.4541858,Shadyside
13,Caboodle Groceries,ChIJ78OqnnTzNIgRf6cBfAu-Yr8,0x8834f3749eaac3ef:0xbf62be0b7c01a77f,https://lh5.googleusercontent.com/p/AF1QipM37pBaR6bfaauHG-UvRiEyTLmiIOrpMWbxmedt=w82-h92-k-no,,"5900 Ellsworth Ave, Pittsburgh, PA 15232",https://www.caboodlegroceries.com/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-18'}]}",5.0,11.0,Grocery delivery service,"{'latitude': 40.4581404, 'longitude': -79.9275457}","['No-contact delivery', 'Delivery']",,-79.9275457,40.4581404,Shadyside
14,Garfield Market,ChIJF3TJFG_yNIgRCXny5nQwcZk,0x8834f26f14c97417:0x99713074e6f27909,https://lh5.googleusercontent.com/p/AF1QipOYGTRBG93pDrVTuJrrBpvHtvkijeJqMJZgf4RG=w80-h141-k-no,(412) 361-1151,"340 N Aiken Ave, Pittsburgh, PA 15206",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '9\u202fAM–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '9\u202fAM–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '9\u202fAM–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '9\u202fAM–10\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '9\u202fAM–10\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '9\u202fAM–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '9\u202fAM–10\u202fPM', 'date': '2023-10-18'}]}",4.2,61.0,Grocery store,"{'latitude': 40.467577299999995, 'longitude': -79.93448049999999}","['No-contact delivery', 'In-store shopping']",,-79.93448049999999,40.467577299999995,Shadyside
15,Target Grocery,ChIJ6RDkZ13zNIgRB4KfciY0JZA,0x8834f35d67e410e9:0x90253426729f8207,https://lh5.googleusercontent.com/p/AF1QipO0gM6IhDBwZPlzUGyybC0hW59clUbenoi_8M4V=w163-h92-k-no,(412) 626-3258,"6231 Penn Ave, Pittsburgh, PA 15206",https://www.target.com/c/order-pickup/-/N-ng0a0,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-18'}]}",3.7,3.0,Grocery store,"{'latitude': 40.4609075, 'longitude': -79.9212089}","['In-store pickup', 'In-store shopping']",,-79.9212089,40.4609075,Shadyside
16,Kohli's Indian Imports (INDIAN GROCERIES OAKLAND),ChIJh9BeHyTyNIgR363V2BokQEo,0x8834f2241f5ed087:0x4a40241ad8d5addf,https://lh3.googleusercontent.com/gps-proxy/AFm_dcQTlvm11mZ4IQnDtNNBjCf2PnwqzCGBbElye3QAGSiZF2rTe3sFUTfmw-X6CjU29f7aN3as_XMlOJ-pFa49ZIH90eITCwHBjR4_iNaGBbUA4Av_5ruIWKJPjglqqN4syO_uqSvvBW028MZbW43OpuR_PoRX16wc582c9NXGhgyic__NrWXnNYXYorTx2apJJk8Lruw=w138-h92-k-no,(412) 621-1800,"319 S Craig St, Pittsburgh, PA 15213",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '10:30\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '10:30\u202fAM–9:30\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '10:30\u202fAM–9:30\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '10:30\u202fAM–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '10:30\u202fAM–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '10:30\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '10:30\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",3.9,311.0,Indian grocery store,"{'latitude': 40.445102999999996, 'longitude': -79.94858099999999}","['Delivery', 'In-store shopping']",,-79.94858099999999,40.445102999999996,Shadyside
17,Shursave IGA,ChIJC3UCKUbyNIgRkUpADXjGZwA,0x8834f2462902750b:0x67c6780d404a91,https://lh5.googleusercontent.com/p/AF1QipOUQA0Hpca_ZrIl-oWaTrCSt6JvjZDrw4qYvt6X=w122-h92-k-no,(412) 621-2511,"4401 Liberty Ave, Pittsburgh, PA 15224",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–6\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–6\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–6\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–6\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–6\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–6\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–6\u202fPM', 'date': '2023-10-18'}]}",3.9,550.0,Grocery store,"{'latitude': 40.464112899999996, 'longitude': -79.9525051}",['In-store shopping'],,-79.9525051,40.464112899999996,Shadyside
18,Scotty's Market,ChIJxwo0Xy_zNIgR-GegCQQ9ZcU,0x8834f32f5f340ac7:0xc5653d0409a067f8,https://lh5.googleusercontent.com/p/AF1QipNFkZ8EpSlVbraCNNpdKBGTFIXE-IwGponFeiVN=w163-h92-k-no,(412) 268-2000,"5087 Forbes Ave, Pittsburgh, PA 15213",http://cmu.edu/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–1\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",4.8,18.0,Grocery store,"{'latitude': 40.4444661, 'longitude': -79.9389837}",['In-store shopping'],,-79.9389837,40.4444661,Shadyside
19,Fuel On Convenience Store,ChIJS7QZbxLyNIgRoOc-6eCN6ow,0x8834f2126f19b44b:0x8cea8de0e93ee7a0,https://lh5.googleusercontent.com/p/AF1QipPk8naaH_0t0HtefrQSneo47q5mVSFQEgPeEvZz=w163-h92-k-no,,"5726 Ellsworth Ave, Pittsburgh, PA 15232",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '9\u202fAM–10\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-18'}]}",3.3,18.0,Convenience store,"{'latitude': 40.455227, 'longitude': -79.931371}","['In-store shopping', 'Delivery']",,-79.931371,40.455227,Shadyside
20,Bloomfield Community Market,ChIJSW9ZdrnzNIgRj9BwbOPANKs,0x8834f3b976596f49:0xab34c0e36c70d08f,https://lh5.googleusercontent.com/p/AF1QipOPIZUm88Rv4iidhQ8VTrey0vnFbIlLzOQlItjU=w163-h92-k-no,(412) 621-2511,"4401 Liberty Ave, Pittsburgh, PA 15224",https://communitysupermarket.com/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",3.8,258.0,Grocery store,"{'latitude': 40.46411, 'longitude': -79.9524806}","['In-store shopping', 'Delivery']",,-79.9524806,40.46411,Shadyside
