position,title,placeId,dataId,thumbnail,phone,address,website,description,workingHours,rating,reviews,type,gpsCoordinates,serviceOptions,longitude,latitude,area
20,Federal Galley,ChIJZapX9vjzNIgRSu7rbfVfChA,0x8834f3f8f657aa65:0x100a5ff56debee4a,https://lh5.googleusercontent.com/p/AF1QipOYdi36AXFyBYshQx66XIkvS8MMgctDT3-3fpZT=w163-h92-k-no,,"200 Children's Way, Pittsburgh, PA 15212",http://www.federalgalley.org/,"Hip food hall with a bar & beer garden. Sleek, sprawling food hall with a mix of modern fare, plus a full bar & beer garden.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11:30\u202fAM–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11:30\u202fAM–11\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '10\u202fAM–11\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '10\u202fAM–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11:30\u202fAM–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11:30\u202fAM–10\u202fPM', 'date': '2023-10-18'}]}",4.5,2212.0,Restaurant,"{'latitude': 40.4515068, 'longitude': -80.00603389999999}","['Outdoor seating', 'Takeout', 'Dine-in', 'Delivery']",-80.00603389999999,40.4515068,north shore
1,Casbah,ChIJnetrqnTyNIgR7bt3L49RUTM,0x8834f274aa6beb9d:0x3351518f2f77bbed,https://lh5.googleusercontent.com/p/AF1QipOSvvwyL5HLMCKXawJlgY_C7L50Mku6XkJrkDU4=w194-h92-k-no,(412) 661-5656,"229 S Highland Ave, Pittsburgh, PA 15206",https://www.casbah.kitchen/,"Mediterranean fare & modern flair. Mediterranean eatery & wine bar has a modern space with Art Deco flair, colorful lights & a patio.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '4:30–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '4:30–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '4:30–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11:30\u202fAM–2\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '4:30–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '4:30–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '4:30–9\u202fPM', 'date': '2023-10-18'}]}",4.6,1137.0,Fine dining restaurant,"{'latitude': 40.458152999999996, 'longitude': -79.9249504}","['Outdoor seating', 'Curbside pickup', 'Delivery', 'Takeout', 'Dine-in']",-79.9249504,40.458152999999996,shadyside
2,Pasha Mediterranean Restaurant,ChIJC5P7sxHyNIgR6IoKrVoD-QY,0x8834f211b3fb930b:0x6f9035aad0a8ae8,https://lh5.googleusercontent.com/p/AF1QipO2VUf7nEo2b6CiHawXzUg8YbNt3Y0eo3HHoxqN=w122-h92-k-no,(412) 688-7415,"808 Ivy St, Pittsburgh, PA 15232",http://pashacafe.net/,Cozy place for Mediterranean dining. Casual operation serving Mediterranean fare in a quaint setting with some outdoor seating.,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-18'}]}",4.5,562.0,Mediterranean restaurant,"{'latitude': 40.4513013, 'longitude': -79.9322351}","['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']",-79.9322351,40.4513013,shadyside
3,Shady Grove,ChIJK0aB_hDyNIgRZTfaR-B3Ja4,0x8834f210fe81462b:0xae2577e047da3765,https://lh5.googleusercontent.com/p/AF1QipPEIMfaknLK12-qeKPyZ8mYcaM-b6qvYpHeqwWv=w80-h106-k-no,(412) 697-0909,"5500 Walnut St, Pittsburgh, PA 15232",https://www.eatshady.com/,"Stylish cafe with creative American eats. Creative American comfort food in a hip cafe setting, with outdoor seating & weekend brunch.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-18'}]}",4.3,1248.0,American restaurant,"{'latitude': 40.4509074, 'longitude': -79.9335545}","['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']",-79.9335545,40.4509074,shadyside
4,Girasole,ChIJLy7o3xDyNIgR-cB2KQN8G9I,0x8834f210dfe82e2f:0xd21b7c032976c0f9,https://lh5.googleusercontent.com/p/AF1QipO1ea5kR-E1NOVZmkk5l0VgDGukJ5HWEguGQlk3=w122-h92-k-no,(412) 682-2130,"733 Copeland St, Pittsburgh, PA 15232",http://girasolepgh.com/,"Modern updates of classic Italian dishes. Contemporary, seasonal updates of rustic Italian dishes served in a setting with stone walls.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11:30\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11:30\u202fAM–9\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11:30\u202fAM–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '4–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11:30\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11:30\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",4.4,929.0,Italian restaurant,"{'latitude': 40.4511786, 'longitude': -79.934691}","['Outdoor seating', 'Takeout', 'Dine-in']",-79.934691,40.4511786,shadyside
5,Paris 66 Bistro,ChIJ_86ohnTyNIgRr-dolrlyapI,0x8834f27486a8ceff:0x926a72b99668e7af,https://lh5.googleusercontent.com/p/AF1QipPqAqgko9aIXe8iyuxos0GWyuKObBzthsDbGkMR=w122-h92-k-no,(412) 404-8166,"6018 Centre Ave, Pittsburgh, PA 15206",http://www.paris66bistro.com/,"Charming French eats, drinks & sweets. Warm Parisian bistro serving French fare, wines, beers & cocktails plus espresso drinks & pastries.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '3–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '3–9\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '12–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '10\u202fAM–2\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': 'Closed', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': 'Closed', 'date': '2023-10-18'}]}",4.5,556.0,French restaurant,"{'latitude': 40.459989, 'longitude': -79.92417499999999}","['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']",-79.92417499999999,40.459989,shadyside
6,Noodlehead,ChIJWQh7rAzyNIgR2SmJQjW3nAs,0x8834f20cac7b0859:0xb9cb735428929d9,https://lh5.googleusercontent.com/p/AF1QipOG3ar-UJHmXSkOtiUaxzAVRuUvmxhJ1qvnpi_8=w122-h92-k-no,(412) 295-4580,"242 S Highland Ave, Pittsburgh, PA 15206",http://noodleheadpgh.com/,"Rustic-chic spot for Thai street food. BYOB, cash-only Thai joint featuring street-market noodles & other bites in cool, rustic digs.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '12–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '12–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '12–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '12–10\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '12–10\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '12–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '12–10\u202fPM', 'date': '2023-10-18'}]}",4.6,3009.0,Thai restaurant,"{'latitude': 40.4578006, 'longitude': -79.9252669}","['Outdoor seating', 'Takeout', 'Dine-in']",-79.9252669,40.4578006,shadyside
7,The Urban Tap,ChIJf8-9UXPyNIgR0MoGEhLB1VY,0x8834f27351bdcf7f:0x56d5c1121206cad0,https://lh5.googleusercontent.com/p/AF1QipMJFKMBVvsedSV8ehEZB5AXs91qnd2LnU2ebP8o=w163-h92-k-no,(412) 404-7723,"216 S Highland Ave, Pittsburgh, PA 15206",http://www.theurbantap.com/,"Hip spot for craft beer & American bites. Craft brews & modern American eats are the draw at this open, airy gastropub with a cool atmosphere.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–1\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '10\u202fAM–1\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '10\u202fAM–11\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-18'}]}",4.3,1176.0,Gastropub,"{'latitude': 40.458414, 'longitude': -79.9255227}","['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']",-79.9255227,40.458414,shadyside
8,Soba,ChIJ4y5iaA3yNIgRlveZw8ch5ew,0x8834f20d68622ee3:0xece521c7c399f796,https://lh5.googleusercontent.com/p/AF1QipNjdHpFqnp-_SNDWkFx2-HI1mQc5LxE-0x5aOMn=w122-h92-k-no,(412) 362-5656,"5847 Ellsworth Ave, Pittsburgh, PA 15232",http://soba.kitchen/,"Chic Asian fusion eatery with cocktails. Swanky Asian fusion eatery features rock-shrimp tempura, sushi & seasonal cocktails, plus a terrace.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '4:30–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '4:30–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '4:30–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '4:30–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '4:30–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '4:30–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '4:30–9\u202fPM', 'date': '2023-10-18'}]}",4.5,546.0,Pan-Asian restaurant,"{'latitude': 40.4571033, 'longitude': -79.92963449999999}","['Delivery', 'Takeout', 'Dine-in']",-79.92963449999999,40.4571033,shadyside
9,Mercurio's Shadyside,ChIJn4O9qBHyNIgRc9dX4Aodfz8,0x8834f211a8bd839f:0x3f7f1d0ae057d773,https://lh5.googleusercontent.com/p/AF1QipO7x0KhG_huLEX5vLmXDtM__6wIXJdb7xp3vAo=w163-h92-k-no,(412) 621-6220,"5523 Walnut St, Pittsburgh, PA 15232",http://mercuriosgelatopizza.com/,"Family-owned stop-off for gelato & pizza. This bright, family-owned Italian eatery is known for its homemade gelato & Neapolitan pizza.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '12–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '12–9\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '12–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '12–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': 'Closed', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '12–8\u202fPM', 'date': '2023-10-18'}]}",4.6,1055.0,Italian restaurant,"{'latitude': 40.4515375, 'longitude': -79.9329228}","['Identifies as veteran-owned', 'Identifies as women-owned']",-79.9329228,40.4515375,shadyside
10,Mad Mex,ChIJ85r6U3PyNIgRShRo4vMObTI,0x8834f27353fa9af3:0x326d0ef3e268144a,https://lh5.googleusercontent.com/p/AF1QipM1pr0--WTxKDn-O8YSbqMd7jezlSrBr6qGYhWK=w122-h92-k-no,(412) 345-0185,"220 S Highland Ave, Pittsburgh, PA 15206",https://www.madmex.com/,"Lively chain for design-your-own staples. Made-to-order Mexican classics, like burritos and tacos, in an upbeat, modern chain restaurant.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-18'}]}",4.3,1945.0,Mexican restaurant,"{'latitude': 40.458259, 'longitude': -79.925378}","['Outdoor seating', 'Curbside pickup', 'Delivery', 'Takeout', 'Dine-in']",-79.925378,40.458259,shadyside
11,Senyai Thai Kitchen,ChIJSUfZOQ3yNIgRTdo2R99Rk0Y,0x8834f20d39d94749:0x469351df4736da4d,https://lh5.googleusercontent.com/p/AF1QipPB3ggN0SMAgc1WMKouujIOV639ociBbmtxhMI3=w80-h106-k-no,(412) 441-4141,"5865 Ellsworth Ave, Pittsburgh, PA 15232",http://www.senyaipgh.com/,"Thai specialties in a modern space. Curries, noodles & other Thai classics served in an airy dining room with contemporary decor.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '12–3:30\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '12–3:30\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '12–3:30\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '4–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '12–3:30\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '12–3:30\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': 'Closed', 'date': '2023-10-18'}]}",4.6,562.0,Thai restaurant,"{'latitude': 40.4576253, 'longitude': -79.9288277}",['Identifies as women-owned'],-79.9288277,40.4576253,shadyside
12,Umi Japanese Restaurant,ChIJqb4DQg3yNIgRyPkcGL6oQko,0x8834f20d4203bea9:0x4a42a8be181cf9c8,https://lh5.googleusercontent.com/p/AF1QipODCdtBvzm2YYFiehDCkNVje-eND4eX-xNgE0DA=w122-h92-k-no,(412) 362-6198,"5849 Ellsworth Ave, Pittsburgh, PA 15232",http://umi.rest/,"Trendy choice for elevated Japanese fare. Industrial-chic sushi bar with murals offering family-style or omakase meals, plus cocktails & sake.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '5–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '5–9\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '5–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '5–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '5–9\u202fPM', 'date': '2023-10-18'}]}",4.4,172.0,Japanese restaurant,"{'latitude': 40.457146, 'longitude': -79.9295811}","['Takeout', 'Dine-in', 'Delivery']",-79.9295811,40.457146,shadyside
13,Frances,ChIJ_woa_lzzNIgRPKXB29y4pG0,0x8834f35cfe1a0aff:0x6da4b8dcdbc1a53c,https://lh5.googleusercontent.com/p/AF1QipNLpckk3ctUd6Qq2wjFDOHzDeWgYSfRFzzq08f3=w122-h92-k-no,(412) 709-6068,"728 Copeland St, Pittsburgh, PA 15232",https://www.francespgh.com/,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '5–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '5–9\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '12–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '12–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '5–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '5–9\u202fPM', 'date': '2023-10-18'}]}",4.4,124.0,Restaurant,"{'latitude': 40.4511112, 'longitude': -79.9350706}","['Takeout', 'Dine-in', 'Delivery']",-79.9350706,40.4511112,shadyside
14,La Feria,ChIJp_sbrxHyNIgRy4d_3ltvJfA,0x8834f211af1bfba7:0xf0256f5bde7f87cb,https://lh5.googleusercontent.com/p/AF1QipM5_3QAWRiBJN31HfMDWqTphcgNVGCcG9qjId4w=w122-h92-k-no,(412) 682-4501,"5527 Walnut St #2, Pittsburgh, PA 15232",http://laferiaperuvian.square.site/,"Peruvian restaurant with art on display. Quaint outpost for Peruvian stews, salads & sandwiches, with folk art & crafts displayed for sale.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–3\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11:30\u202fAM–6:30\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11:30\u202fAM–7:30\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–3\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–3\u202fPM', 'date': '2023-10-18'}]}",4.3,169.0,Latin American restaurant,"{'latitude': 40.45169, 'longitude': -79.9328239}","['Identifies as Black-owned', 'Identifies as Latino-owned', 'Identifies as women-owned']",-79.9328239,40.45169,shadyside
15,Cappy's Cafe,ChIJVduc4RDyNIgRKpu9tiXDekw,0x8834f210e19cdb55:0x4c7ac325b6bd9b2a,https://lh5.googleusercontent.com/p/AF1QipMGmz7h4CfmvBIhaFlmxzdbMI5H2GGLQaheCgMX=w145-h92-k-no,(412) 621-1188,"5431 Walnut St, Pittsburgh, PA 15232",http://www.cappysonwalnut.com/,"Pub fare & seasonal beers in humble digs. Modest tavern with sidewalk seats for pub bites & seasonal beers, plus weekly trivia & karaoke.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '10\u202fAM–2\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '10\u202fAM–2\u202fAM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-18'}]}",4.4,269.0,Restaurant,"{'latitude': 40.4511087, 'longitude': -79.9343786}","['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']",-79.9343786,40.4511087,shadyside
16,Cafe Moulin,ChIJw5DqBxHyNIgRFODaRgikWLg,0x8834f21107ea90c3:0xb858a40846dae014,https://lh5.googleusercontent.com/p/AF1QipP8BEtC4-ioClmNSuOfyJNF2QYY13v8XouDgv4S=w174-h92-k-no,(412) 291-8119,"732 Filbert St, Pittsburgh, PA 15232",http://www.cafemoulinpgh.com/,"Cool French crêperie & coffee bar. Rustic-modern French cafe offering sweet & savory crêpes, salads & other light fare, plus espresso.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–4\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–4\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–4\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–4\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–4\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–4\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–4\u202fPM', 'date': '2023-10-18'}]}",4.6,1223.0,Creperie,"{'latitude': 40.451685999999995, 'longitude': -79.9332924}","['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'In-store pickup', 'In-store shopping', 'Takeout', 'Dine-in', 'Same-day delivery']",-79.9332924,40.451685999999995,shadyside
17,Piada Italian Street Food,ChIJwTXFF1bzNIgRBtuoDvqaDAk,0x8834f35617c535c1:0x90c9afa0ea8db06,https://lh5.googleusercontent.com/p/AF1QipPGYHdFfIP1IoWPVHyA2FCPcNL5BMNcvTX1vLcC=w148-h92-k-no,(412) 688-6234,"5996 Centre Ave #202, Pittsburgh, PA 15206",https://mypiada.com/order/restaurants/166167/set,"Customizable Italian fast food. Counter-order restaurant serving design-your-own Italian food including wraps, pastas & salads.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '10:45\u202fAM–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '10:45\u202fAM–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '10:45\u202fAM–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '10:45\u202fAM–10\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '10:45\u202fAM–10\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '10:45\u202fAM–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '10:45\u202fAM–10\u202fPM', 'date': '2023-10-18'}]}",3.9,211.0,Italian restaurant,"{'latitude': 40.4595035, 'longitude': -79.9253099}","['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']",-79.9253099,40.4595035,shadyside
18,Tocayo Taqueria & Tequila,ChIJb7SKCr3zNIgRuElCmbxa6BM,0x8834f3bd0a8ab46f:0x13e85abc994249b8,https://lh5.googleusercontent.com/p/AF1QipNY4xWtoET68PXwaPEvxxQhDOEWDufLbWmol1Xp=w80-h106-k-no,(412) 251-5695,"810 Ivy St, Pittsburgh, PA 15232",http://www.tocayopgh.com/,Mexican eats in an artful setting. Upmarket option dishing up Mexican food & drinks in a colorful space with sculptures & wall murals.,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–11\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–11\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–10\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–10\u202fPM', 'date': '2023-10-18'}]}",4.6,575.0,Mexican restaurant,"{'latitude': 40.451243, 'longitude': -79.93220409999999}",['Identifies as Latino-owned'],-79.93220409999999,40.451243,shadyside
19,Fujiya Ramen,ChIJq6r5xBDyNIgRe8pZWqdDzpg,0x8834f210c4f9aaab:0x98ce43a75a59ca7b,https://lh5.googleusercontent.com/p/AF1QipOnHfX2DIcp0kSQO6rEHENY5KXgvLvO3Cp-QOzJ=w122-h92-k-no,(412) 688-0188,"815 S Aiken Ave, Pittsburgh, PA 15232",http://www.fujiyaramenpgh.com/,"Easygoing stop for Japanese noodles. Low-key eatery serving ramen, yakitori & rice dishes plus a full bar with sake offerings.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11:30\u202fAM–2:30\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11:30\u202fAM–2:30\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11:30\u202fAM–9:30\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11:30\u202fAM–9:30\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11:30\u202fAM–2:30\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': 'Closed', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11:30\u202fAM–2:30\u202fPM', 'date': '2023-10-18'}]}",4.5,742.0,Authentic Japanese restaurant,"{'latitude': 40.4504757, 'longitude': -79.9352358}","['Delivery', 'Takeout', 'Dine-in']",-79.9352358,40.4504757,shadyside
20,Choolaah,ChIJibTcXnTyNIgRGUl5vW35uPU,0x8834f2745edcb489:0xf5b8f96dbd794919,https://lh5.googleusercontent.com/p/AF1QipNtlWwxaS52GK3R48_IzsTuKO5vegR3stkjyOE3=w122-h92-k-no,(412) 503-7797,"6114 Centre Ave, Pittsburgh, PA 15206",http://choolaah.com/,"Spot for tandoor-cooked meats & bread. Indian counter-serve presents tandoor-fired meats, salads & wraps in a sprawling space.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '10:45\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '10:45\u202fAM–9\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '10:45\u202fAM–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '10:45\u202fAM–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '10:45\u202fAM–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '10:45\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '10:45\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",4.4,1489.0,Indian restaurant,"{'latitude': 40.460230599999996, 'longitude': -79.92358329999999}","['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']",-79.92358329999999,40.460230599999996,shadyside
